Airline,Flight Number,Source City,Departure Time,Number of Stops,Arrival Time,Destination City,Duration (Minutes),Price
Virgin Atlantic,8,Los Angeles,2024-05-23T15:55:00,0,2024-05-24T10:15:00,London,620,"$1,230"
Virgin Atlantic,24,Los Angeles,2024-05-23T22:55:00,0,2024-05-24T17:15:00,London,620,"$1,230"
British Airways,268,Los Angeles,2024-05-23T19:30:00,0,2024-05-24T14:00:00,London,630,"$1,230"
British Airways,282,Los Angeles,2024-05-23T15:40:00,0,2024-05-24T10:10:00,London,630,"$1,230"
British Airways,1509,Los Angeles,2024-05-23T14:25:00,0,2024-05-24T09:00:00,London,635,"$1,230"
British Airways,1604,Los Angeles,2024-05-23T18:15:00,0,2024-05-24T12:50:00,London,635,"$1,230"
Delta,5925,Los Angeles,2024-05-23T19:10:00,0,2024-05-24T13:30:00,London,620,"$1,230"
Norse Atlantic Airways (UK),712,Los Angeles,2024-05-24T16:30:00,0,2024-05-25T10:55:00,London,625,$399
Norse Atlantic Airways,12,Los Angeles,2024-05-24T19:00:00,1,2024-05-25T18:00:00,London,900,$322
French Bee,731,Los Angeles,2024-05-24T19:45:00,1,2024-05-25T19:30:00,London,945,$356
Norse Atlantic Airways,312,Los Angeles,2024-05-24T21:10:00,1,2024-05-25T19:25:00,London,855,$521
Norse Atlantic Airways,12,Los Angeles,2024-05-24T19:00:00,1,2024-05-25T18:25:00,London,925,$508
Norse Atlantic Airways,12,Los Angeles,2024-05-24T19:00:00,1,2024-05-26T08:40:00,London,1780,$317
jetBlue,2924,Los Angeles,2024-05-24T23:00:00,1,2024-05-25T20:45:00,London,825,$772
jetBlue,324,Los Angeles,2024-05-24T10:10:00,1,2024-05-25T07:55:00,London,825,$772
Iberia,7438,Los Angeles,2024-05-24T17:10:00,0,2024-05-25T11:30:00,London,620,"$1,177"
Norse Atlantic Airways,312,Los Angeles,2024-05-24T21:10:00,1,2024-05-25T19:25:00,London,855,$654
jetBlue,524,Los Angeles,2024-05-25T13:10:00,1,2024-05-26T13:30:00,London,980,$477
French Bee,731,Los Angeles,2024-05-25T19:45:00,1,2024-05-26T18:55:00,London,910,$518
jetBlue,2924,Los Angeles,2024-05-25T23:00:00,1,2024-05-26T20:45:00,London,825,$773
Alaska Airlines,8036,Los Angeles,2024-05-25T14:25:00,0,2024-05-26T09:00:00,London,635,"$1,180"
Alaska Airlines,8034,Los Angeles,2024-05-25T18:15:00,0,2024-05-26T12:50:00,London,635,"$1,180"
Aer Lingus,68,Los Angeles,2024-05-25T20:15:00,1,2024-05-26T17:20:00,London,785,$898
French Bee,731,Los Angeles,2024-05-25T19:45:00,1,2024-05-26T18:45:00,London,900,$580
Alaska Airlines,8038,Los Angeles,2024-05-25T21:25:00,0,2024-05-26T16:05:00,London,640,"$1,180"
Iberia,7438,Los Angeles,2024-05-25T17:10:00,0,2024-05-26T11:30:00,London,620,"$1,197"
Iberia,7440,Los Angeles,2024-05-25T15:40:00,0,2024-05-26T10:10:00,London,630,"$1,197"
Norse Atlantic Airways (UK),712,Los Angeles,2024-05-26T16:30:00,0,2024-05-27T10:55:00,London,625,$496
WestJet,1525,Los Angeles,2024-05-26T14:45:00,1,2024-05-27T12:05:00,London,800,$631
jetBlue,324,Los Angeles,2024-05-26T10:10:00,1,2024-05-27T07:55:00,London,825,$657
French Bee,731,Los Angeles,2024-05-26T19:45:00,1,2024-05-27T18:35:00,London,890,$497
Aer Lingus,68,Los Angeles,2024-05-26T20:15:00,1,2024-05-27T17:20:00,London,785,$750
jetBlue,524,Los Angeles,2024-05-26T13:10:00,1,2024-05-27T13:30:00,London,980,$472
jetBlue,1874,Los Angeles,2024-05-26T11:17:00,1,2024-05-27T13:30:00,London,1093,$442
jetBlue,324,Los Angeles,2024-05-26T10:10:00,1,2024-05-27T09:30:00,London,920,$657
jetBlue,424,Los Angeles,2024-05-26T12:00:00,1,2024-05-27T13:30:00,London,1050,$472
jetBlue,2924,Los Angeles,2024-05-26T23:00:00,1,2024-05-27T20:45:00,London,825,$722
French Bee,731,Los Angeles,2024-05-27T19:45:00,1,2024-05-28T17:55:00,London,850,$483
Finnair,5784,Los Angeles,2024-05-27T14:25:00,0,2024-05-28T09:00:00,London,635,$829
Finnair,4013,Los Angeles,2024-05-27T18:15:00,0,2024-05-28T12:50:00,London,635,$829
WestJet,1525,Los Angeles,2024-05-27T14:45:00,1,2024-05-28T12:05:00,London,800,$631
Finnair,4092,Los Angeles,2024-05-27T21:25:00,0,2024-05-28T16:05:00,London,640,$829
Norse Atlantic Airways,312,Los Angeles,2024-05-27T21:10:00,1,2024-05-28T19:25:00,London,855,$531
Iberia,4237,Los Angeles,2024-05-27T14:25:00,0,2024-05-28T09:00:00,London,635,$999
Finnair,4197,Los Angeles,2024-05-27T10:30:00,1,2024-05-28T08:05:00,London,815,$788
Iberia,4262,Los Angeles,2024-05-27T18:15:00,0,2024-05-28T12:50:00,London,635,$999
Norse Atlantic Airways,312,Los Angeles,2024-05-27T21:10:00,1,2024-05-28T21:00:00,London,950,$510
Norse Atlantic Airways (UK),712,Los Angeles,2024-05-28T16:30:00,0,2024-05-29T10:55:00,London,625,$426
Norse Atlantic Airways,12,Los Angeles,2024-05-28T15:30:00,1,2024-05-29T14:25:00,London,895,$311
British Airways,280,Los Angeles,2024-05-28T17:10:00,0,2024-05-29T11:30:00,London,620,$745
British Airways,282,Los Angeles,2024-05-28T15:40:00,0,2024-05-29T10:10:00,London,630,$745
British Airways,1509,Los Angeles,2024-05-28T14:25:00,0,2024-05-29T09:00:00,London,635,$745
British Airways,268,Los Angeles,2024-05-28T19:30:00,0,2024-05-29T14:00:00,London,630,$745
British Airways,1604,Los Angeles,2024-05-28T18:15:00,0,2024-05-29T12:50:00,London,635,$745
British Airways,1613,Los Angeles,2024-05-28T21:25:00,0,2024-05-29T16:05:00,London,640,$745
Norse Atlantic Airways,12,Los Angeles,2024-05-28T15:30:00,1,2024-05-29T14:35:00,London,905,$412
Norse Atlantic Airways,12,Los Angeles,2024-05-28T15:30:00,1,2024-05-29T13:05:00,London,815,$483
Norse Atlantic Airways (UK),712,Los Angeles,2024-05-29T16:30:00,0,2024-05-30T10:55:00,London,625,$435
Virgin Atlantic,142,Los Angeles,2024-05-29T19:10:00,0,2024-05-30T13:30:00,London,620,"$1,228"
French Bee,731,Los Angeles,2024-05-29T19:45:00,1,2024-05-30T18:55:00,London,910,$580
British Airways,280,Los Angeles,2024-05-29T17:10:00,0,2024-05-30T11:30:00,London,620,"$1,236"
British Airways,282,Los Angeles,2024-05-29T15:40:00,0,2024-05-30T10:10:00,London,630,"$1,236"
British Airways,268,Los Angeles,2024-05-29T19:30:00,0,2024-05-30T14:00:00,London,630,"$1,236"
Delta,5925,Los Angeles,2024-05-29T19:10:00,0,2024-05-30T13:30:00,London,620,"$1,228"
Iberia,7438,Los Angeles,2024-05-29T17:10:00,0,2024-05-30T11:30:00,London,620,"$1,228"
Iberia,7440,Los Angeles,2024-05-29T15:40:00,0,2024-05-30T10:10:00,London,630,"$1,228"
French Bee,731,Los Angeles,2024-05-29T19:45:00,1,2024-05-30T19:35:00,London,950,$625
Norse Atlantic Airways (UK),712,Los Angeles,2024-05-30T16:30:00,0,2024-05-31T10:55:00,London,625,$425
jetBlue,324,Los Angeles,2024-05-30T10:10:00,1,2024-05-31T07:55:00,London,825,$630
Aer Lingus,68,Los Angeles,2024-05-30T20:15:00,1,2024-05-31T17:20:00,London,785,$754
jetBlue,324,Los Angeles,2024-05-30T10:10:00,1,2024-05-31T09:30:00,London,920,$630
jetBlue,2924,Los Angeles,2024-05-30T23:00:00,1,2024-05-31T20:45:00,London,825,$772
Aer Lingus,68,Los Angeles,2024-05-30T20:15:00,1,2024-05-31T21:35:00,London,1040,$674
jetBlue,288,Los Angeles,2024-05-30T06:00:00,1,2024-05-31T06:30:00,London,990,$644
jetBlue,224,Los Angeles,2024-05-30T06:20:00,1,2024-05-31T07:55:00,London,1055,$607
Iberia,7438,Los Angeles,2024-05-30T17:10:00,0,2024-05-31T11:30:00,London,620,"$1,172"
Norse Atlantic Airways,312,Los Angeles,2024-05-30T21:10:00,1,2024-05-31T19:25:00,London,855,$596
Norse Atlantic Airways (UK),712,Los Angeles,2024-05-31T16:30:00,0,2024-06-01T10:55:00,London,625,$457
Norse Atlantic Airways,12,Los Angeles,2024-05-31T19:00:00,1,2024-06-01T18:00:00,London,900,$380
British Airways,1604,Los Angeles,2024-05-31T18:15:00,0,2024-06-01T12:50:00,London,635,$819
British Airways,1613,Los Angeles,2024-05-31T21:25:00,0,2024-06-01T16:05:00,London,640,$819
British Airways,1509,Los Angeles,2024-05-31T14:25:00,0,2024-06-01T09:00:00,London,635,$819
Alaska Airlines,8034,Los Angeles,2024-05-31T18:15:00,0,2024-06-01T12:50:00,London,635,$797
Alaska Airlines,8038,Los Angeles,2024-05-31T21:25:00,0,2024-06-01T16:05:00,London,640,$797
Alaska Airlines,8036,Los Angeles,2024-05-31T14:25:00,0,2024-06-01T09:00:00,London,635,$797
Finnair,4092,Los Angeles,2024-05-31T21:25:00,0,2024-06-01T16:05:00,London,640,$830
Finnair,4013,Los Angeles,2024-05-31T18:15:00,0,2024-06-01T12:50:00,London,635,$830
Norse Atlantic Airways (UK),712,Los Angeles,2024-06-01T16:30:00,0,2024-06-02T10:55:00,London,625,$479
Lufthansa,9336,Los Angeles,2024-06-01T13:00:00,0,2024-06-02T07:25:00,London,625,$874
Finnair,5784,Los Angeles,2024-06-01T14:25:00,0,2024-06-02T09:00:00,London,635,$838
Iberia,4237,Los Angeles,2024-06-01T14:25:00,0,2024-06-02T09:00:00,London,635,$812
Finnair,4013,Los Angeles,2024-06-01T18:15:00,0,2024-06-02T12:50:00,London,635,$838
Lufthansa,9343,Los Angeles,2024-06-01T17:00:00,0,2024-06-02T11:25:00,London,625,$874
Finnair,4092,Los Angeles,2024-06-01T21:25:00,0,2024-06-02T16:05:00,London,640,$838
WestJet,1525,Los Angeles,2024-06-01T14:45:00,1,2024-06-02T12:00:00,London,795,$775
Alaska Airlines,8036,Los Angeles,2024-06-01T14:25:00,0,2024-06-02T09:00:00,London,635,"$1,180"
Alaska Airlines,8034,Los Angeles,2024-06-01T18:15:00,0,2024-06-02T12:50:00,London,635,"$1,180"
Norse Atlantic Airways (UK),712,Los Angeles,2024-06-02T16:30:00,0,2024-06-03T10:55:00,London,625,$428
WestJet,1525,Los Angeles,2024-06-02T14:45:00,1,2024-06-03T12:05:00,London,800,$590
Aer Lingus,68,Los Angeles,2024-06-02T20:15:00,1,2024-06-03T17:20:00,London,785,$801
jetBlue,2924,Los Angeles,2024-06-02T23:00:00,1,2024-06-03T20:45:00,London,825,$722
Aer Lingus,68,Los Angeles,2024-06-02T20:15:00,1,2024-06-03T18:55:00,London,880,$732
French Bee,731,Los Angeles,2024-06-02T19:45:00,1,2024-06-03T18:35:00,London,890,$562
WestJet,1511,Los Angeles,2024-06-02T12:35:00,1,2024-06-03T12:05:00,London,930,$659
jetBlue,324,Los Angeles,2024-06-02T10:10:00,1,2024-06-03T07:55:00,London,825,$778
jetBlue,288,Los Angeles,2024-06-02T06:00:00,1,2024-06-03T06:30:00,London,990,$617
jetBlue,288,Los Angeles,2024-06-02T06:00:00,1,2024-06-03T06:50:00,London,1010,$617
Norse Atlantic Airways (UK),712,Los Angeles,2024-06-03T16:30:00,0,2024-06-04T10:55:00,London,625,$406
WestJet,1525,Los Angeles,2024-06-03T14:45:00,1,2024-06-04T12:05:00,London,800,$610
French Bee,731,Los Angeles,2024-06-03T19:45:00,1,2024-06-04T17:55:00,London,850,$518
Virgin Atlantic,8,Los Angeles,2024-06-03T15:55:00,0,2024-06-04T10:15:00,London,620,"$1,228"
Virgin Atlantic,142,Los Angeles,2024-06-03T19:10:00,0,2024-06-04T13:30:00,London,620,"$1,228"
Virgin Atlantic,24,Los Angeles,2024-06-03T22:55:00,0,2024-06-04T17:15:00,London,620,"$1,228"
Iberia,7440,Los Angeles,2024-06-03T15:50:00,0,2024-06-04T10:10:00,London,620,"$1,228"
British Airways,282,Los Angeles,2024-06-03T15:50:00,0,2024-06-04T10:10:00,London,620,"$1,357"
Iberia,4237,Los Angeles,2024-06-03T14:25:00,0,2024-06-04T09:00:00,London,635,"$1,228"
British Airways,280,Los Angeles,2024-06-03T17:10:00,0,2024-06-04T11:30:00,London,620,"$1,357"
Norse Atlantic Airways,12,Los Angeles,2024-06-04T15:30:00,1,2024-06-05T14:25:00,London,895,$312
Norse Atlantic Airways,12,Los Angeles,2024-06-04T15:30:00,1,2024-06-05T13:05:00,London,815,$442
Norse Atlantic Airways,12,Los Angeles,2024-06-04T15:30:00,1,2024-06-05T16:25:00,London,1015,$375
Norse Atlantic Airways,12,Los Angeles,2024-06-04T15:30:00,1,2024-06-05T14:35:00,London,905,$421
jetBlue,324,Los Angeles,2024-06-04T10:10:00,1,2024-06-05T07:55:00,London,825,$607
WestJet,1525,Los Angeles,2024-06-04T14:45:00,1,2024-06-05T12:05:00,London,800,$647
Norse Atlantic Airways,12,Los Angeles,2024-06-04T15:30:00,2,2024-06-05T16:20:00,London,1010,$418
jetBlue,324,Los Angeles,2024-06-04T10:10:00,1,2024-06-05T09:30:00,London,920,$607
Spirit Airlines,203,Los Angeles,2024-06-04T08:27:00,3,2024-06-05T16:50:00,London,1463,$271
jetBlue,288,Los Angeles,2024-06-04T06:00:00,1,2024-06-05T06:30:00,London,990,$568
Norse Atlantic Airways (UK),712,Los Angeles,2024-06-05T16:30:00,0,2024-06-06T10:55:00,London,625,$287
British Airways,282,Los Angeles,2024-06-05T15:50:00,0,2024-06-06T10:10:00,London,620,$745
British Airways,280,Los Angeles,2024-06-05T17:10:00,0,2024-06-06T11:30:00,London,620,$745
British Airways,1613,Los Angeles,2024-06-05T21:30:00,0,2024-06-06T16:05:00,London,635,$745
British Airways,268,Los Angeles,2024-06-05T19:40:00,0,2024-06-06T14:00:00,London,620,$848
British Airways,1509,Los Angeles,2024-06-05T14:20:00,0,2024-06-06T09:00:00,London,640,$848
British Airways,1604,Los Angeles,2024-06-05T18:10:00,0,2024-06-06T12:50:00,London,640,$848
Norse Atlantic Airways,312,Los Angeles,2024-06-05T21:10:00,1,2024-06-06T19:35:00,London,865,$499
Norse Atlantic Airways,312,Los Angeles,2024-06-05T21:10:00,1,2024-06-06T19:30:00,London,860,$485
Norse Atlantic Airways,312,Los Angeles,2024-06-05T21:10:00,1,2024-06-06T20:45:00,London,935,$548
Norse Atlantic Airways (UK),712,Los Angeles,2024-06-06T16:30:00,0,2024-06-07T10:55:00,London,625,$346
WestJet,1525,Los Angeles,2024-06-06T14:45:00,1,2024-06-07T12:05:00,London,800,$622
British Airways,282,Los Angeles,2024-06-06T15:50:00,0,2024-06-07T10:10:00,London,620,"$1,230"
Alaska Airlines,8038,Los Angeles,2024-06-06T21:30:00,0,2024-06-07T16:05:00,London,635,"$1,180"
Alaska Airlines,8036,Los Angeles,2024-06-06T14:20:00,0,2024-06-07T09:00:00,London,640,"$1,180"
Alaska Airlines,8034,Los Angeles,2024-06-06T18:10:00,0,2024-06-07T12:50:00,London,640,"$1,180"
Iberia,7428,Los Angeles,2024-06-06T19:40:00,0,2024-06-07T14:00:00,London,620,"$1,172"
Iberia,7440,Los Angeles,2024-06-06T15:50:00,0,2024-06-07T10:10:00,London,620,"$1,172"
Finnair,4092,Los Angeles,2024-06-06T21:30:00,0,2024-06-07T16:05:00,London,635,"$1,174"
Iberia,7438,Los Angeles,2024-06-06T17:10:00,0,2024-06-07T11:30:00,London,620,"$1,172"
Norse Atlantic Airways (UK),712,Los Angeles,2024-06-07T16:30:00,0,2024-06-08T10:55:00,London,625,$497
Norse Atlantic Airways,12,Los Angeles,2024-06-07T19:00:00,1,2024-06-08T18:00:00,London,900,$437
British Airways,268,Los Angeles,2024-06-07T19:40:00,0,2024-06-08T14:00:00,London,620,"$1,237"
British Airways,280,Los Angeles,2024-06-07T17:10:00,0,2024-06-08T11:30:00,London,620,"$1,237"
British Airways,282,Los Angeles,2024-06-07T15:50:00,0,2024-06-08T10:10:00,London,620,"$1,237"
Virgin Atlantic,142,Los Angeles,2024-06-07T19:10:00,0,2024-06-08T13:30:00,London,620,"$1,255"
Virgin Atlantic,24,Los Angeles,2024-06-07T22:55:00,0,2024-06-08T17:15:00,London,620,"$1,255"
Norse Atlantic Airways,12,Los Angeles,2024-06-07T19:00:00,1,2024-06-08T18:25:00,London,925,$577
Virgin Atlantic,8,Los Angeles,2024-06-07T15:55:00,0,2024-06-08T10:15:00,London,620,"$1,255"
Delta,5925,Los Angeles,2024-06-07T19:10:00,0,2024-06-08T13:30:00,London,620,"$1,255"
Norse Atlantic Airways (UK),712,Los Angeles,2024-06-08T16:30:00,0,2024-06-09T10:55:00,London,625,$319
WestJet,1525,Los Angeles,2024-06-08T14:45:00,1,2024-06-09T12:00:00,London,795,$655
British Airways,282,Los Angeles,2024-06-08T15:50:00,0,2024-06-09T10:10:00,London,620,"$1,229"
British Airways,268,Los Angeles,2024-06-08T19:40:00,0,2024-06-09T14:00:00,London,620,"$1,229"
British Airways,280,Los Angeles,2024-06-08T17:10:00,0,2024-06-09T11:30:00,London,620,"$1,229"
Aer Lingus,8982,Los Angeles,2024-06-08T15:50:00,0,2024-06-09T10:10:00,London,620,"$1,240"
Alaska Airlines,8036,Los Angeles,2024-06-08T14:20:00,0,2024-06-09T09:00:00,London,640,"$1,179"
French Bee,731,Los Angeles,2024-06-08T19:45:00,1,2024-06-09T18:55:00,London,910,$624
Iberia,7440,Los Angeles,2024-06-08T15:50:00,0,2024-06-09T10:10:00,London,620,"$1,230"
Aer Lingus,68,Los Angeles,2024-06-08T20:15:00,1,2024-06-09T17:20:00,London,785,$952
Norse Atlantic Airways (UK),712,Los Angeles,2024-06-09T16:30:00,0,2024-06-10T10:55:00,London,625,$306
WestJet,1525,Los Angeles,2024-06-09T14:45:00,1,2024-06-10T12:05:00,London,800,$631
Aer Lingus,68,Los Angeles,2024-06-09T20:15:00,1,2024-06-10T17:20:00,London,785,$720
Norse Atlantic Airways,312,Los Angeles,2024-06-09T21:10:00,1,2024-06-10T21:15:00,London,965,$453
Norse Atlantic Airways,312,Los Angeles,2024-06-09T21:10:00,1,2024-06-10T21:25:00,London,975,$508
French Bee,731,Los Angeles,2024-06-09T19:45:00,1,2024-06-10T18:35:00,London,890,$584
Norse Atlantic Airways,312,Los Angeles,2024-06-09T21:10:00,1,2024-06-10T22:55:00,London,1065,$450
Condor,2089,Los Angeles,2024-06-09T19:00:00,1,2024-06-10T16:40:00,London,820,$796
jetBlue,324,Los Angeles,2024-06-09T10:10:00,1,2024-06-10T07:55:00,London,825,$822
Iberia,7440,Los Angeles,2024-06-09T15:50:00,0,2024-06-10T10:10:00,London,620,"$1,170"
Norse Atlantic Airways (UK),712,Los Angeles,2024-06-10T16:30:00,0,2024-06-11T10:55:00,London,625,$309
WestJet,1525,Los Angeles,2024-06-10T14:45:00,1,2024-06-11T12:05:00,London,800,$653
Aer Lingus,68,Los Angeles,2024-06-10T20:15:00,1,2024-06-11T17:20:00,London,785,$732
Norse Atlantic Airways,312,Los Angeles,2024-06-10T21:10:00,1,2024-06-11T19:25:00,London,855,$539
French Bee,731,Los Angeles,2024-06-10T19:45:00,1,2024-06-11T17:55:00,London,850,$578
jetBlue,324,Los Angeles,2024-06-10T10:10:00,1,2024-06-11T07:55:00,London,825,$722
jetBlue,2924,Los Angeles,2024-06-10T23:00:00,1,2024-06-11T20:45:00,London,825,$722
Norse Atlantic Airways,312,Los Angeles,2024-06-10T21:10:00,1,2024-06-11T21:00:00,London,950,$529
Norse Atlantic Airways,312,Los Angeles,2024-06-10T21:10:00,1,2024-06-11T19:50:00,London,880,$603
Iberia,7440,Los Angeles,2024-06-10T15:50:00,0,2024-06-11T10:10:00,London,620,"$1,170"
Norse Atlantic Airways,12,Los Angeles,2024-06-11T15:30:00,1,2024-06-12T14:25:00,London,895,$322
Norse Atlantic Airways,12,Los Angeles,2024-06-11T15:30:00,1,2024-06-12T16:25:00,London,1015,$369
Norse Atlantic Airways,12,Los Angeles,2024-06-11T15:30:00,1,2024-06-12T14:35:00,London,905,$410
WestJet,1525,Los Angeles,2024-06-11T14:45:00,1,2024-06-12T12:05:00,London,800,$574
Norse Atlantic Airways,12,Los Angeles,2024-06-11T15:30:00,2,2024-06-12T16:20:00,London,1010,$391
Norse Atlantic Airways,12,Los Angeles,2024-06-11T15:30:00,1,2024-06-12T13:05:00,London,815,$500
jetBlue,324,Los Angeles,2024-06-11T10:10:00,1,2024-06-12T07:55:00,London,825,$722
jetBlue,2924,Los Angeles,2024-06-11T23:00:00,1,2024-06-12T20:45:00,London,825,$722
WestJet,1315,Los Angeles,2024-06-11T10:45:00,2,2024-06-12T12:05:00,London,1040,$609
WestJet,1697,Los Angeles,2024-06-11T11:50:00,2,2024-06-12T12:05:00,London,975,$659
Norse Atlantic Airways (UK),712,Los Angeles,2024-06-12T16:30:00,0,2024-06-13T10:55:00,London,625,$566
Norse Atlantic Airways,312,Los Angeles,2024-06-12T21:10:00,1,2024-06-13T19:35:00,London,865,$457
Norse Atlantic Airways,312,Los Angeles,2024-06-12T21:10:00,1,2024-06-13T19:30:00,London,860,$483
Norse Atlantic Airways,312,Los Angeles,2024-06-12T21:10:00,1,2024-06-13T22:20:00,London,1030,$448
jetBlue,2924,Los Angeles,2024-06-12T23:29:00,1,2024-06-13T20:45:00,London,796,$722
Norse Atlantic Airways,312,Los Angeles,2024-06-12T21:10:00,1,2024-06-13T22:35:00,London,1045,$446
jetBlue,324,Los Angeles,2024-06-12T10:10:00,1,2024-06-13T07:55:00,London,825,$722
Norse Atlantic Airways,312,Los Angeles,2024-06-12T21:10:00,1,2024-06-13T21:25:00,London,975,$508
Norse Atlantic Airways,312,Los Angeles,2024-06-12T21:10:00,1,2024-06-13T20:45:00,London,935,$544
jetBlue,324,Los Angeles,2024-06-12T10:10:00,1,2024-06-13T09:30:00,London,920,$722
Norse Atlantic Airways (UK),712,Los Angeles,2024-06-13T16:30:00,0,2024-06-14T10:55:00,London,625,$778
WestJet,1525,Los Angeles,2024-06-13T14:45:00,1,2024-06-14T12:05:00,London,800,$655
Alaska Airlines,8038,Los Angeles,2024-06-13T21:30:00,0,2024-06-14T16:05:00,London,635,$958
British Airways,1613,Los Angeles,2024-06-13T21:30:00,0,2024-06-14T16:05:00,London,635,"$1,008"
Alaska Airlines,8034,Los Angeles,2024-06-13T18:10:00,0,2024-06-14T12:50:00,London,640,$958
British Airways,1604,Los Angeles,2024-06-13T18:10:00,0,2024-06-14T12:50:00,London,640,"$1,008"
Alaska Airlines,8036,Los Angeles,2024-06-13T14:20:00,0,2024-06-14T09:00:00,London,640,$958
British Airways,1509,Los Angeles,2024-06-13T14:20:00,0,2024-06-14T09:00:00,London,640,"$1,008"
British Airways,280,Los Angeles,2024-06-13T17:10:00,0,2024-06-14T11:30:00,London,620,"$1,058"
Finnair,4092,Los Angeles,2024-06-13T21:30:00,0,2024-06-14T16:05:00,London,635,$968
Norse Atlantic Airways (UK),712,Los Angeles,2024-06-14T16:30:00,0,2024-06-15T10:55:00,London,625,$335
American Airlines,136,Los Angeles,2024-06-14T14:20:00,0,2024-06-15T09:00:00,London,640,$798
American Airlines,138,Los Angeles,2024-06-14T21:30:00,0,2024-06-15T16:05:00,London,635,$898
Virgin Atlantic,142,Los Angeles,2024-06-14T19:10:00,0,2024-06-15T13:30:00,London,620,$983
American Airlines,134,Los Angeles,2024-06-14T18:10:00,0,2024-06-15T12:50:00,London,640,$898
Virgin Atlantic,24,Los Angeles,2024-06-14T22:55:00,0,2024-06-15T17:15:00,London,620,$983
Virgin Atlantic,8,Los Angeles,2024-06-14T15:55:00,0,2024-06-15T10:15:00,London,620,$983
Delta,5976,Los Angeles,2024-06-14T22:55:00,0,2024-06-15T17:15:00,London,620,$983
Delta,5925,Los Angeles,2024-06-14T19:10:00,0,2024-06-15T13:30:00,London,620,$983
British Airways,1613,Los Angeles,2024-06-14T21:30:00,0,2024-06-15T16:05:00,London,635,"$1,015"
